id,name,latitude,longitude,db_id,connection_count,ic_connection_count,ic_connection_count_int,connections_avg,connections_wavg,sizes_default,sizes_weighted
464,Barisey-la-Côte,48.5500000000,5.8500000000,8700728,0,0,0
465,Pompey,48.77304,6.13061,8701779,13,0,0
466,Marbache,48.8010405,6.1091755,8701580,13,0,0
467,Belleville,48.8195721,6.1018641,8700330,12,0,0
468,Dieulouard,48.843367,6.071489,8700340,13,0,0
469,Pont-à-Mousson,48.900580,6.050842,8700366,35,0,0
470,Luzy-sur-Marne,48.0500000000,5.1833330000,8701475,0,0,0
474,Auch,43.647488,0.596661,8702713,12,0,0
479,Bologne,48.1986877,5.1342228,8700754,15,0,0
480,Vignory,48.2701366,5.1241594,8702171,15,0,0
481,Aurillac,44.921092,2.435655,8702724,40,0,0
482,Froncles,48.2964154,5.1419387,8701111,18,0,0
484,Donjeux,48.3658544,5.1482245,8701035,15,0,0
485,Avignon TGV,43.921586,4.786079,8704918,81,50,50
486,Avail,46.960187,2.05319,8700463,0,0,0
489,Avignon,43.9500000000,4.8166670000,8796005,157,50,50
493,Aguilcourt—Variscourt,49.408017,3.973137,8700652,8,0,0
495,Vaux-sous-Aubigny,47.657894,5.291365,8702224,0,0,0
506,Vraincourt-Viéville,48.2366981,5.1239383,8702245,0,0,0
521,Docelles—Cheniménil,48.1436134,6.6104793,8701005,0,0,0
523,Charmes,48.378483,6.301537,8700862,27,0,0
524,Vincey,48.3436471,6.3355129,8702160,26,0,0
525,Châtel—Nomexy,48.307156,6.387807,8700917,27,0,0
526,Igney,48.2709639,6.3995463,8701303,26,0,0
527,Thaon,48.244650,6.416384,8702098,27,0,0
529,Xertigny,48.0530255,6.3767687,8702288,10,0,0
530,Bains-les-Bains,47.9811282,6.2952683,8700524,10,0,0
535,Mirecourt,48.299243,6.129651,8701494,0,0,0
536,Contrexéville,48.1796129,5.890633,8700521,0,0,0
537,Martigny-les-Bains,48.1086889,5.8255764,8701536,0,0,0
538,Lamarche,48.0901299,5.7604385,8701412,0,0,0
539,Rozières-sur-Mouzon,48.1208921,5.7054886,8701896,0,0,0
540,Provenchères-sur-Fave,48.3046291,7.0854904,8701805,21,0,0
542,Pouxeux,48.1039421,6.5810266,8701823,18,0,0
543,Éloyes,48.087067,6.6001593,8701065,18,0,0
544,Vecoux,47.980175,6.636951,8702249,0,0,0
546,Rupt-sur-Moselle,47.9333330000,6.6666670000,8701893,0,0,0
547,Ferdrupt,47.9000000000,6.7166670000,8701154,0,0,0
548,Ramonchamp,47.9000000000,6.7500000000,8701849,0,0,0
549,Le Thillot,47.8833330000,6.7666670000,8701453,0,0,0
550,Fresse,47.8666670000,6.7833330000,8701157,0,0,0
551,St-Maurice-sur-Moselle,47.8666670000,6.8333330000,8701551,0,0,0
553,Raon-l’Étape,48.404002,6.837302,8701854,13,0,0
554,Vagney,48.005974,6.710573,8702175,0,0,0
555,Étival-Clairefontaine,48.3671987,6.8769607,8701055,13,0,0
556,Zainvillers,47.996347,6.713764,8702298,0,0,0
557,Thiéfosse,47.969892,6.73061,8702097,0,0,0
558,Saulxures-sur-Moselotte,47.9500000000,6.7666670000,8702077,0,0,0
559,St-Michel-sur-Meurthe,48.3269843,6.8882777,8702002,12,0,0
560,Cornimont,47.9666670000,6.8333330000,8700908,0,0,0
579,Bagnoles-de-l’Orne Office de Tourisme,48.55437,-0.410609,8735248,0,0,0
580,St-Nabord,48.0461722,6.5818945,8702010,18,0,0
581,Hielle—Rupt,47.968714,6.635522,8700593,0,0,0
582,Maxonchamp,47.945783,6.63269,8701639,0,0,0
583,Dommartin,48.0000000000,6.6500000000,8701043,0,0,0
600,Muizon,49.2781012,3.8915287,8701625,5,0,0
601,Jonchery-sur-Vesle,49.290057,3.819422,8701328,5,0,0
602,Breuil-Romain,49.3084141,3.7665322,8700760,5,0,0
603,Fismes,49.310665,3.682130,8701139,5,0,0
607,Dormans,49.0791611,3.641709,8701027,21,0,0
608,Aÿ,49.0487318,4.0015644,8701109,7,0,0
609,Avenay,49.0647826,4.043689,8700653,7,0,0
610,Germaine,49.1277634,4.0228976,8701197,7,0,0
611,Rilly-la-Montagne,49.1664524,4.0408608,8701871,7,0,0
612,Val-de-Vesle,49.17792,4.22221,8702164,18,0,0
613,Prunay,49.1988,4.18364,8701792,18,0,0
615,Sept-Saulx,49.1511332,4.2569742,8702041,18,0,0
617,Courcy-Brimont,49.3296003,4.0134623,8700841,8,0,0
618,Loivre,49.3466786,3.9906699,8701430,8,0,0
619,Guignicourt,49.434862,3.961334,8701223,8,0,0
620,Amifontaine,49.4847322,3.9105811,8700609,8,0,0
621,St-Erme,49.5269865,3.8576502,8701953,8,0,0
622,Coucy-lès-Eppes,49.556282,3.7748209,8700853,8,0,0
623,Nouzonville,49.8120125,4.7428155,8701701,14,0,0
624,Joigny-sur-Meuse,49.8336807,4.7672389,8701327,14,0,0
625,Bogny-sur-Meuse,49.8583117,4.7632317,8700785,14,0,0
626,Monthermé,49.865621,4.740530,8701612,14,0,0
627,Deville,49.8796028,4.7072062,8701050,14,0,0
628,Laifour,49.911256,4.6923484,8701374,14,0,0
629,Revin,49.938756,4.642536,8701882,14,0,0
630,Fumay,49.986048,4.692600,8701167,14,0,0
631,Haybes,50.0116888,4.7045378,8701243,14,0,0
632,Vireux-Molhain,50.0827968,4.7233909,8702196,14,0,0
633,Aubrives,50.1044507,4.7616512,8700569,14,0,0
634,Givet,50.14025067,4.81798595,8700522,14,0,0
635,Lumes,49.7327973,4.7833571,8701415,14,0,0
636,Nouvion-sur-Meuse,49.6973135,4.794973,8701689,14,0,0
637,Vrigne-Meuse,49.7010822,4.8438063,8702195,14,0,0
638,Donchery,49.6981267,4.8747529,8701007,14,0,0
639,Amagne—Lucquy,49.5238187,4.4738775,8700600,14,0,0
640,Rethel,49.504393,4.369566,8700278,15,3,3
641,Pont-Maugis,49.6666670000,4.9500000000,8701778,0,0,0
642,Bazeilles,49.6666670000,4.9833330000,8700818,0,0,0
643,Douzy,49.6666670000,5.0500000000,8703242,0,0,0
644,Pouru-St-Rémy,49.6833330000,5.0833330000,8704304,0,0,0
645,Sachy,49.6666670000,5.1333330000,8701973,0,0,0
646,Carignan,49.6285736,5.1684754,8700507,8,0,0
647,Blagny,49.6166670000,5.1833330000,8700739,0,0,0
648,Linay,49.6166670000,5.2166670000,8701422,0,0,0
649,Margut Fromy,49.590323,5.254995,8701516,0,0,0
651,Beauchastel,44.8333330000,4.8000000000,8705003,0,0,0
652,Remilly-Aillicourt,49.6518,4.993642,8704985,0,0,0
653,Bénestroff,48.90656,6.75266,8700557,8,0,0
656,Anchamps,49.9307448,4.6702434,8700575,14,0,0
657,Fépin,50.0234644,4.7266156,8701121,14,0,0
659,Brest,48.388110,-4.478903,8700434,28,7,7
660,Wadelincourt,49.682651,4.937918,8702267,0,0,0
661,La Ferté-sur-Chiers,49.5666670000,5.2333330000,8701375,0,0,0
667,Vitry-le-François,48.718142,4.587581,8700082,47,0,0
668,Mourmelon-le-Petit,49.1313076,4.3180982,8701543,18,0,0
673,St-Âme,48.0333330000,6.6666670000,8701915,0,0,0
674,St-Âme—Le Syndicat,48.024474,6.686994,8703734,0,0,0
679,St-Dizier,48.642404,4.947855,8700175,23,0,0
680,Revigny,48.8240449,4.9855736,8700519,23,0,0
681,Nançois-Tronville,48.7180423,5.2912016,8701659,23,0,0
683,Joinville,48.4442977,5.143503,8700312,18,0,0
685,Curel,48.5000000000,5.1333330000,8700940,0,0,0
686,Chevillon,48.5245505,5.1117843,8700854,15,0,0
690,Villiers-en-Lieu,48.661135,4.896801,8702165,0,0,0
691,St-Eulien,48.6833330000,4.8833330000,8701952,0,0,0
692,Commercy,48.765749,5.588610,8700445,30,0,0
693,Berthelming,48.8096475,7.0087859,8700765,8,0,0
694,Bouin,46.9666670000,-2.0000000000,8700681,0,0,0
697,Étain,49.2074907,5.6398079,8701068,11,0,0
707,Flaxlanden,47.6986924,7.3044703,8701137,9,0,0
708,Beillant,45.7007999,-0.5265079,8702335,15,0,0
709,Blesme-Haussignemont,48.72125652410445,4.752992391586304,8700711,0,0,0
711,Walheim,47.6416406,7.2633202,8702261,9,0,0
713,Biarritz,43.459397,-1.545915,8700114,35,9,8
715,Graffenwald,47.7808232,7.2247908,8701212,29,0,0
717,Colmar Mésanges,48.0860048,7.3336703,8705612,15,0,0
718,Colmar St-Joseph,48.0816399,7.3453397,8700924,15,0,0
719,St-Gilles,48.0758611,7.2609746,8703401,15,0,0
723,Mulhouse—Dornach,47.747130,7.308477,8700564,39,0,0
724,Rixheim,47.748960,7.406404,8701910,11,0,0
725,Habsheim,47.737691,7.417979,8701261,11,0,0
726,Sierentz,47.656047,7.459142,8702060,11,0,0
727,Bartenheim,47.6349313,7.4872561,8700789,11,0,0
728,Zillisheim,47.6943143,7.2945376,8702297,9,0,0
729,Illfurth,47.6764322,7.2685712,8701304,9,0,0
730,Altkirch,47.6270174,7.2392493,8700282,20,0,0
731,Dannemarie,47.6275771,7.124907,8700302,9,0,0
735,Herrlisheim-près-Colmar,48.0166417,7.3206381,8701281,8,0,0
736,Rouffach,47.9602481,7.312455,8701862,12,0,0
737,Logelbach,48.087299,7.3206082,8701385,15,0,0
738,Turckheim,48.0856288,7.279466,8702089,15,0,0
739,Walbach,48.0580062,7.2334758,8702266,15,0,0
740,Wihr-au-Val—Soultzbach,48.0460522,7.2095351,8702262,15,0,0
741,Gunsbach—Griesbach,48.0414908,7.1748407,8701178,15,0,0
742,Ranspach,47.8815954,7.0123184,8701897,18,0,0
743,Cernay,47.80200,7.17370,8700992,29,0,0
754,Luttenbach-près-Munster,48.0352559,7.1186307,8701452,15,0,0
755,Vieux-Thann,47.8058505,7.1194904,8702251,29,0,0
756,Bitschwiller,47.8273719,7.078514,8700725,18,0,0
757,Willer-sur-Thur,47.8425494,7.0693196,8702271,18,0,0
758,Moosch,47.8607454,7.0507631,8701568,18,0,0
759,St-Amarin,47.8728596,7.0287447,8702013,18,0,0
760,Wesserling,47.8899651,6.997519,8702280,18,0,0
761,Fellering,47.8975893,6.9871347,8701118,18,0,0
762,Oderen,47.9118756,6.9734829,8701706,18,0,0
763,Kruth,47.92396,6.9690938,8701342,18,0,0
764,Breitenbach,48.0285326,7.1040522,8700673,15,0,0
767,Staffelfelden,47.8279612,7.2651657,8701956,11,0,0
768,Bollwiller,47.8569694,7.2672555,8700293,13,0,0
769,Raedersheim,47.8869059,7.2840467,8701835,11,0,0
770,Merxheim,47.9126413,7.3022795,8701637,11,0,0
771,Muhlbach-sur-Munster,48.0246077,7.0875666,8701623,15,0,0
773,Metzéral,48.0133301,7.0733383,8700541,15,0,0
775,Bas-Evette,47.6810089,6.8068494,8700779,11,0,0
778,Bort-les-Orgues,45.40645751045886,2.502157688140869,8702876,0,0,0
779,Trois-Chênes,47.6480822,6.8462281,8702132,11,0,0
781,Petit-Croix,47.6101045,6.9947414,8701817,9,0,0
782,Montreux-Vieux,47.6178576,7.0253947,8701631,9,0,0
783,Blainville—Damelevières,48.564971,6.386953,8700804,46,0,0
784,Héricourt,47.5729701,6.7691977,8702515,24,0,0
785,Voujeaucourt,47.4789729,6.7699667,8702452,18,0,0
786,Bourg-Madame,42.4324069,1.9486704,8702888,21,0,0
787,Colombier-Fontaine,47.4554849,6.6890071,8702490,18,0,0
789,L’Isle-sur-le-Doubs,47.4473777,6.5812614,8700310,24,0,0
792,Clerval,47.3966577,6.4920574,8700087,24,0,0
801,Ronchamp,47.6990308,6.6232791,8701847,11,0,0
802,Champagney,47.7031399,6.7012773,8700939,11,0,0
805,Barberey Route de Méry,48.3500000000,4.0166670000,8705063,0,0,0
807,Béning,49.1379541,6.8282982,8700270,13,0,0
810,Luxeuil-les-Bains,47.8148606,6.3726593,8700390,10,0,0
812,Loupershouse,49.081102,6.914979,8705473,0,0,0
813,Walygator Parc,49.22492,6.15946,8702265,0,0,0
814,Maizières-lès-Metz,49.2155349,6.1588762,8701650,12,0,0
815,Uckange,49.3032605,6.1567735,8700377,13,0,0
817,Hayange,49.33053,6.07245,8700350,7,0,0
819,Metzeresche,49.3000000000,6.3166670000,8701648,0,0,0
820,Yutz,49.361354,6.2093949,8702292,0,0,0
824,Kédange,49.3056643,6.3324034,8701333,0,0,0
828,Bordeaux St-Jean,44.825873,-0.556697,8700047,172,48,40
829,Boé,44.1666670000,0.6333330000,8702849,0,0,0
831,Anzeling,49.2620718,6.4602649,8700657,0,0,0
832,Freistroff,49.2780593,6.4926709,8701162,0,0,0
833,Remelfang,49.2666670000,6.5166670000,8701875,0,0,0
834,Basse-Ham,49.3805708,6.2348709,8700662,9,0,0
835,Koenigsmacker,49.3965538,6.2735503,8701341,9,0,0
836,Malling,49.42152,6.302207,8701481,9,0,0
837,Sierck-les-Bains,49.4440155,6.3500946,8700526,9,0,0
838,Apach,49.4439732,6.3500923,8700187,9,0,0
839,Homécourt,49.2182988,5.9991714,8701246,12,0,0
840,Belfort-Ville,47.633284,6.853956,8700024,59,0,0
841,Jœuf,49.2250083,6.0177021,8701317,12,0,0
842,Moyeuvre-Grande,49.246713,6.043226,8700364,12,0,0
843,Bourges,47.094145,2.394255,8700042,57,5,0
844,Boves,49.8462355,2.3981165,8700808,23,0,0
845,Rombas—Clouange,49.2560553,6.0990538,8700369,12,0,0
846,Gandrange—Amnéville,49.2608222,6.1358897,8700344,10,0,0
849,Woippy,49.1487965,6.155621,8700383,12,0,0
852,Lucy,48.9500000000,6.4666670000,8701465,0,0,0
853,Chenois,48.9666670000,6.5000000000,8700866,0,0,0
854,Holacourt,48.9666670000,6.5166670000,8701263,0,0,0
855,Arraincourt,48.9666670000,6.5333330000,8700576,0,0,0
